subj_id	group	mapping	success	nsteps	loss	meanDev	velMax	TN
126	intact	on	False	1000	0.09581660073889463	0.040708685721065035	0.5086281160518842	1.0
126	intact	on	False	1000	0.1595975357709082	0.2141219407165322	0.539204233026895	2.0
126	intact	on	False	1000	0.03598531749101064	0.0647267876853728	0.48502347647718763	3.0
126	intact	on	False	1000	0.020308323009281194	0.032429089515101456	0.7302539877348767	4.0
126	intact	on	False	1000	0.01212282121527619	0.028423129329768634	0.7243694343829908	5.0
126	intact	on	False	1000	0.025600027655309436	0.017386433821522933	0.6348980193739254	6.0
126	intact	on	True	854	0.0009591573767133429	0.01774791778850725	0.7335706912903611	7.0
126	intact	on	True	691	0.0007787403468435555	0.01165050520793697	0.738047620508056	8.0
126	intact	on	True	981	0.0007867721975937236	0.012528318793238567	0.90286167203239	9.0
126	intact	on	False	1000	0.0026199235174962613	0.01788081273339633	0.8600989233184319	10.0
126	intact	on	True	575	0.0008486538161830881	0.01736793847708147	0.9777424032769684	11.0
126	intact	on	True	816	0.000947232411341774	0.009499086884976768	0.8660762368938928	12.0
126	intact	on	True	846	0.0009882606666161914	0.016253573996769632	1.029067611315304	13.0
126	intact	on	True	869	0.0007344689373652639	0.012122284538343658	0.9785736892746111	14.0
126	intact	on	False	1000	0.014844686545521799	0.0117195456538406	0.9485939927959737	15.0
126	intact	on	False	1000	0.024702473365435896	0.007598434610251297	1.0591889760608708	16.0
126	intact	on	True	492	0.0007868138216581226	0.005910177454901382	1.2587834478649227	17.0
126	intact	on	True	620	0.00039734032059747195	0.01737636622943657	1.0958170470400537	18.0
126	intact	on	False	1000	0.016235960052156252	0.013030849588985899	1.3592006114274602	19.0
126	intact	on	True	553	0.0008768476904093065	0.013995684449753977	1.1313646852668204	20.0
126	intact	on	True	687	0.00020367548830688012	0.008631027096674715	1.1130284646964104	21.0
126	intact	on	True	665	0.0007901089792956498	0.008727408067925366	1.1540268715522253	22.0
126	intact	on	True	377	0.0005649621028173641	0.004336863993193243	1.2631483479698853	23.0
126	intact	on	False	1000	0.003943808623003053	0.012831089176540343	1.2555260444489562	24.0
126	intact	on	True	513	0.00016007791449558877	0.007431259652175921	1.135932665351646	25.0
126	intact	on	True	422	0.0004889892980608099	0.009102651991001033	1.2999649172692687	26.0
126	intact	on	False	1000	0.009658502245332505	0.010189123444274872	1.3398027781695685	27.0
126	intact	on	True	437	0.0009482021190867602	0.005223991281272497	1.408469749220108	28.0
126	intact	on	True	651	0.0005388620494484459	0.007833757823035121	1.3645495409086554	29.0
126	intact	on	True	928	0.0009648725167607174	0.005906690129200265	1.6284075298726852	30.0
126	intact	on	True	382	0.0007870504657940679	0.012133929664565151	1.4354342209400162	31.0
126	intact	on	True	637	0.0009467576554860793	0.004425859893270781	1.5295741930478315	32.0
126	intact	on	True	509	0.00016365744963837023	0.012863334454822082	1.4818284154632109	33.0
126	intact	on	True	463	0.0007164825292740759	0.012337805438000178	1.4676966984719426	34.0
126	intact	on	True	544	0.0007434855182659571	0.014813596787139645	1.4382337795396132	35.0
126	intact	on	True	562	0.0006564381110022763	0.01173524537688867	1.5379004807921441	36.0
126	intact	on	True	325	0.0009939641269243766	0.011632396364053037	1.5775311852654594	37.0
126	intact	on	True	795	0.0007359171102324371	0.008482898944269509	1.5008200414915234	38.0
126	intact	on	True	526	0.00032985292758667733	0.005843158591786148	1.4988805087875168	39.0
126	intact	on	True	735	0.00043584242625927693	0.00401773760673989	1.4696844508386706	40.0
126	intact	on	True	509	0.0005019594350298666	0.004407206394436105	1.4879076539295069	41.0
126	intact	on	True	406	0.0007746712348623993	0.0075607040528707856	1.5356300895349144	42.0
126	intact	on	True	379	0.00051672519530729	0.0038729586190594193	1.5150815440585497	43.0
126	intact	on	True	365	0.0009790764490454798	0.008914422275631342	1.7285641180211073	44.0
126	intact	on	True	371	0.00046099320997626444	0.005149057750671252	1.831588659510844	45.0
126	intact	on	True	530	0.0007510115394292584	0.008509127749499764	1.7133597368811366	46.0
126	intact	on	True	269	0.00027512040386546143	0.0027660367721564056	1.8572395589844553	47.0
126	intact	on	True	914	0.0005209202893541326	0.007802886634476684	1.8554784592021432	48.0
126	intact	on	True	459	0.0006989773056775126	0.007897312117768987	1.6310102223518812	49.0
126	intact	on	True	421	0.000818835746566199	0.008882368406656432	1.8124845416986195	50.0
126	intact	on	True	411	0.000794860372975675	0.00522224264038887	1.7296015787512935	51.0
126	intact	on	True	599	0.0003395782288330539	0.004512127985437126	1.6308871957117226	52.0
126	intact	on	True	687	0.00040232503167503026	0.006497264626406388	1.7224525315816617	53.0
126	intact	on	True	450	0.0005848062275727022	0.009512849999159483	1.733061715190521	54.0
126	intact	on	True	560	0.0008916896004205814	0.005447764498366294	1.914419437078242	55.0
126	intact	on	True	634	0.0002787238539045576	0.007719372516801317	1.8470876587903253	56.0
126	intact	on	True	331	0.0008239680982797438	0.00883403295252652	1.988142129916417	57.0
126	intact	on	True	364	0.0009918961157693914	0.00412588475360809	1.9467530757595433	58.0
126	intact	on	True	425	0.0004928020341367568	0.006296097237169841	1.8433163243279422	59.0
126	intact	on	True	301	0.0006475171099786217	0.005227687889705663	1.9291595931476448	60.0
126	intact	on	True	390	0.0009654056923495954	0.0030287643461374813	1.8219449545335065	61.0
126	intact	on	True	586	0.0006366599150701837	0.0042164130267592454	2.1873260564116346	62.0
126	intact	on	True	303	0.0006204637789754323	0.0033789744774819675	1.985645635407762	63.0
126	intact	on	True	375	0.0007282071531547163	0.004443975545165381	1.8491736855132446	64.0
126	intact	on	True	427	0.0004315961030196222	0.003969954998802942	1.842322291735458	65.0
126	intact	on	True	450	0.0007754121016664446	0.006205707060537903	2.1381824618984258	66.0
126	intact	on	True	299	0.0005167454131985571	0.00352882008827048	1.960035437116716	67.0
126	intact	on	True	405	0.0004181642448182921	0.004348136540077627	2.1630106765246087	68.0
126	intact	on	True	329	0.000946984095591795	0.005318496937017994	2.0542393764878564	69.0
126	intact	on	True	225	0.0009170766149437921	0.007374198713085066	1.9814411601687363	70.0
126	intact	on	True	274	0.0009694648464531175	0.004181862037348778	1.9808316935637005	71.0
126	intact	on	True	302	0.0006038453664304679	0.004414800433350367	1.9951368701928731	72.0
126	intact	on	True	230	0.000956624546193844	0.0037053461210489287	1.9673383908724968	73.0
126	intact	on	True	274	0.0008936125345392129	0.004872296306706016	2.0409729513803443	74.0
126	intact	on	True	410	0.000790976085180888	0.0032770724888454804	2.0174544679755306	75.0
126	intact	on	True	262	0.0008443786468275415	0.0024610493822387453	2.1053142535069047	76.0
126	intact	on	True	326	0.0004480299921908731	0.006163478978547054	2.0928601234057935	77.0
126	intact	on	True	323	0.0005727101274609823	0.0030813181941290197	2.322506736623402	78.0
126	intact	on	True	327	0.0005591725232459839	0.006243692694377469	2.0831992788357727	79.0
126	intact	on	True	715	0.00041420069838203323	0.00527304874900896	2.1889308950786273	80.0
126	intact	on	True	238	0.000833980119568747	0.0050912440998887535	2.3673839291884997	81.0
126	intact	on	True	508	0.0007277414958139984	0.004019764432325489	2.190698755563755	82.0
126	intact	on	True	307	0.0008949040392892378	0.00264749023850886	2.1667034486733523	83.0
126	intact	on	True	676	0.0004935826457561116	0.003817727064136598	2.312022800234956	84.0
126	intact	on	True	407	0.0009222089939106502	0.004718844178141402	2.231325392160949	85.0
126	intact	on	True	301	0.0001683910008248826	0.0033897458234080826	2.2700514830259784	86.0
126	intact	on	True	280	0.0005662407694007972	0.005479778397614217	2.2365498973692275	87.0
126	intact	on	True	435	9.20210847083845e-05	0.002985212869176299	2.2560977681402323	88.0
126	intact	on	True	386	0.0006522176783370761	0.004914890858326797	2.338202554421256	89.0
126	intact	on	True	348	0.0006956247520665898	0.005280341035746591	2.3561211898757093	90.0
126	intact	on	True	295	0.00015730177231150865	0.00406103335580899	2.295767678794782	91.0
126	intact	on	True	281	0.0009415029732048718	0.004616294948429449	2.389439569044799	92.0
126	intact	on	True	276	0.0009601119685638569	0.005054861920680319	2.3243964543262727	93.0
126	intact	on	True	285	0.0006786135626861869	0.00431655041128602	2.4187327678096318	94.0
126	intact	on	True	295	0.0004967396132428568	0.0050557191529180395	2.253045264108816	95.0
126	intact	on	True	336	0.0008901474183001405	0.006024649941342565	2.285298100543175	96.0
126	intact	on	True	326	0.000990244159580164	0.006053778022621676	2.361515164994593	97.0
126	intact	on	True	227	0.0009872254937307774	0.004008516608706789	2.3055620095176934	98.0
126	intact	on	True	617	0.0009302073563251011	0.004540287379411711	2.386948138534377	99.0
126	intact	on	True	314	0.000793199076886287	0.003003498242690774	2.440048280514355	100.0
126	intact	on	True	396	0.00098721184842303	0.004758092703404743	2.393681040327816	101.0
126	intact	on	True	304	0.0008701582972218926	0.0038831415917467286	2.503429268127229	102.0
126	intact	on	True	236	0.00030251321047332553	0.0030517998505911635	2.516080275391782	103.0
126	intact	on	True	349	0.0009001645063133275	0.0040540852269735595	2.4682988150780094	104.0
126	intact	on	True	318	0.0005783447850171794	0.003275144338606792	2.416099721483409	105.0
126	intact	on	True	434	0.0006794103110178548	0.006351838063974038	2.4880040647472477	106.0
126	intact	on	True	292	0.000665572949755025	0.003987436708987682	2.5249668028769365	107.0
126	intact	on	True	556	0.00027310978324572636	0.004366785560618318	2.5489543901007887	108.0
126	intact	on	True	242	0.0009542345044555796	0.004355869188642224	2.473756089039196	109.0
126	intact	on	True	314	0.0005415768228108721	0.004087122016111329	2.615691599770051	110.0
126	intact	on	True	453	0.00016810858150197603	0.004639897495022378	2.4317464725240576	111.0
126	intact	on	True	222	4.690365540767382e-05	0.003490652506397749	2.6149601334524313	112.0
126	intact	on	True	178	0.00044796186151617565	0.007285734719230401	2.5991417096200955	113.0
126	intact	on	True	206	0.0008968005595628747	0.005230836951638377	2.501946282678843	114.0
126	intact	on	True	272	0.0009465082615199565	0.005103923991485814	2.538762400013675	115.0
126	intact	on	True	329	0.0006988789005410278	0.00402780328930199	2.737714131730348	116.0
126	intact	on	True	254	0.0009637421780302593	0.005273074922620659	2.509698169313983	117.0
126	intact	on	True	250	0.000754551141325366	0.007499669484838669	2.633174655342452	118.0
126	intact	on	True	571	0.0007826297846409812	0.0038345743070456978	2.779821090426797	119.0
126	intact	on	True	352	0.0004892251526239352	0.0037501832530208125	2.420209400908306	120.0
126	intact	on	True	330	0.0007548941920397668	0.005369353157611947	2.701221916074165	121.0
126	intact	on	True	199	0.0009312525696054338	0.0064662484229291925	2.538745990842351	122.0
126	intact	on	True	433	0.0005902856094060329	0.005103083972640643	2.6404383023767664	123.0
126	intact	on	True	218	0.0007114146776478039	0.005470009345321321	2.7246612961581187	124.0
126	intact	on	True	354	0.0003581681409284433	0.004345082201778411	2.638810685728171	125.0
126	intact	on	True	626	0.0004912118748693444	0.004640258298269417	2.641232289648643	126.0
126	intact	on	True	695	0.000941245534568345	0.004171784116951276	2.5440239055542384	127.0
126	intact	on	True	406	0.0009668387415304189	0.005070949411917854	2.6264659486899813	128.0
126	intact	on	True	426	0.0006679084290776282	0.005467920209354019	2.6075225057671263	129.0
126	intact	on	True	239	0.0006586820541687299	0.003450459113763541	2.6737970407946032	130.0
126	intact	on	True	267	0.0007434795032529419	0.0049308859743060224	2.721672679566092	131.0
126	intact	on	True	324	0.0005017464518680001	0.0034670436779595157	2.7851262979220253	132.0
126	intact	on	True	457	0.00046844356121362443	0.0037451798826675007	2.756103362744935	133.0
126	intact	on	True	293	0.0007758398501679347	0.004994535925061981	2.8090347213373357	134.0
